Date,BTC,ETH,LTC,XRP,XLM,NASDAQ,DJI,N225,HSI,SSEC,STOXX50E,USD-EUR,USD-CNY,USD-JPY,GOLD,OIL,NVDA,AMD,INTC,PYPL,ACWI-ETF,ICLN-ETF,SMH-ETF,QQQ-ETF,XLF-ETF
2016-01-27,394.971985,2.38855,3.28745,0.0065060000000000005,0.002235,4468.169922,15944.459961000002,17163.919922,19052.449219,2735.558105,3043.469971,0.9203899999999999,6.5725,118.379997,1116.099976,32.299999,27.748758000000002,2.13,26.060406,31.59,46.377113,7.502016,45.076538,96.399826,11.931297
2016-01-28,380.289001,2.5264900000000003,3.12016,0.006226,0.0019079999999999998,4506.680176,16069.639647999998,17041.449219,19195.830078,2655.660889,2979.419922,0.91676,6.5678,118.467003,1115.599976,33.220001,27.445438,2.08,26.200283,34.240002000000004,46.629402,7.502016,44.841812,97.760796,11.936950999999999
2016-01-29,379.47399900000005,2.49496,3.11138,0.006840000000000001,0.001888,4613.950195,16466.300781,17518.300781,19683.109375,2737.600098,3045.090088,0.91433,6.5652,118.93,1116.400024,33.619999,28.658714,2.2,27.118209999999998,36.139998999999996,47.629578,7.788488,46.68206,99.802277,12.270256
2016-01-30,378.255005,2.44506,3.0808,0.006634,0.0017350000000000002,,,,,,,,,,,,,,,,,,,,
2016-01-31,368.766998,2.3060400000000003,3.0521599999999998,0.006399,0.0017760000000000002,,,,,,,,,,,,,,,,,,,,
2016-02-01,373.056,2.21169,3.07724,0.006542,0.0017920000000000002,4620.370117,16449.179688,17865.230469,19595.5,2688.854004,3021.01001,0.92371,6.5661,121.339996,1127.900024,31.620001000000002,28.668497,2.14,26.943363,37.080002,47.539467,7.83325,46.888611,100.070633,12.219412
2016-02-02,374.447998,2.4396400000000003,3.07587,0.006768000000000001,0.001796,4516.950195,16153.540038999998,17750.679688,19446.839844,2749.570068,2951.850098,0.91766,6.5684,120.839996,1127.300049,29.879998999999998,27.455222999999997,1.99,26.051664000000002,36.830002,46.530293,7.564681,45.602321999999994,97.90456400000001,11.880452
2016-02-03,369.949005,2.52869,3.04753,0.006883,0.001807,4504.240234000001,16336.660156,17191.25,18991.589844,2739.24707,2896.6298829999996,0.91558,6.5698,119.856003,1141.300049,32.279999,27.592207000000002,2.07,25.87528,37.009997999999996,46.890709,7.654205,45.668048999999996,97.434929,11.891753
2016-02-04,389.593994,2.57804,3.16277,0.0069700000000000005,0.0018030000000000001,4509.560059,16416.580078,17044.990234,19183.089844,2781.0229489999997,2905.300049,0.9016299999999999,6.567,118.120003,1157.599976,31.719998999999998,27.601992,2.09,26.254504999999998,37.169998,47.025864,7.636301,46.550613,97.42534599999999,11.99344
2016-02-05,386.549011,2.53899,3.13741,0.007262,0.001834,4363.140136999999,16204.969727000002,16819.589844,19288.169922,2763.491943,2879.389893,0.89286,6.5548,116.865997,1157.800049,30.889999,25.860357,1.98,25.610708,35.07,46.241951,7.493063,44.926315,94.04205300000001,11.835262
2016-02-06,376.522003,2.5344599999999997,3.099,0.007922,0.001864,,,,,,,,,,,,,,,,,,,,
2016-02-07,376.619995,2.96434,3.08596,0.008338,0.001852,,,,,,,,,,,,,,,,,,,,
2016-02-08,373.446991,3.17979,3.06216,0.007991,0.001841,4283.75,16027.049805,17004.300781,,,2785.169922,0.8972600000000001,6.5639,116.949997,1197.900024,29.690001000000002,24.676434,1.93,25.416685,33.610001000000004,45.485062,7.233447,43.968643,92.604416,11.535851
2016-02-09,376.028992,4.04464,3.08155,0.007815,0.0018260000000000001,4268.759765999999,16014.379883000001,16085.44043,,,2736.5,0.8936700000000001,6.5639,115.667999,1198.699951,27.940001000000002,24.940613,1.9,25.407873000000002,32.700001,45.232773,7.197639,43.780861,92.316856,11.5189
2016-02-10,381.64898700000003,4.43626,3.09525,0.007853,0.001849,4283.589844,15914.740234,15713.389647999998,,,2789.050049,0.88574,6.5639,115.191002,1194.699951,27.450001,24.881905,1.84,24.89636,32.900002,45.223766,7.099163000000001,43.151798,92.67147800000001,11.456759
2016-02-11,379.653992,6.0131,3.0756200000000002,0.007815,0.0018780000000000001,4266.839844,15660.179688,,18545.800781,,2680.350098,0.88645,6.5639,113.251999,1247.900024,26.209999,24.754711,1.86,24.887539,33.52,44.620056,6.955926,42.841961,92.537308,11.106503
2016-02-12,384.263,5.5469800000000005,3.11187,0.007979,0.002344,4337.509765999999,15973.839844,14952.610352000002,18319.580078,,2756.159912,0.88355,6.5639,112.497002,1239.099976,29.440001000000002,25.17544,1.83,25.257948000000003,34.299999,45.403973,6.946974000000001,43.68697,93.94619,11.575393
2016-02-13,391.859985,5.38532,3.12969,0.008256999999999999,0.002203,,,,,,,,,,,,,,,,,,,,
2016-02-14,407.230011,5.239730000000001,3.2105900000000003,0.00859,0.0021899999999999997,,,,,,,,,,,,,,,,,,,,
2016-02-15,400.184998,5.28835,3.1825099999999997,0.008631,0.002203,,,16022.580078,18918.140625,2746.196045,2833.8701170000004,0.89079,6.5639,113.66999799999999,,,,,,,,,,,
2016-02-16,407.488007,4.31529,3.2090099999999997,0.008451,0.002649,4435.959961,16196.410156,16054.429688,19122.080078,2836.571045,2821.26001,0.8949299999999999,6.4862,114.321999,1207.900024,29.040001,26.408286999999998,1.83,25.381414000000003,35.459998999999996,46.314040999999996,7.206591,45.170429,96.064369,11.76182
2016-02-17,416.321991,3.7572400000000004,3.24103,0.008138,0.0021579999999999998,4534.060059,16453.830078,15836.360352000002,18924.570313,2867.337891,2897.719971,0.8971,6.5069,114.08000200000001,1211.099976,30.66,27.063846999999996,1.9,25.989929,36.360001000000004,47.152015999999996,7.421444999999999,46.250164,98.24000500000001,11.919999
2016-02-18,422.372986,4.39913,3.25143,0.007995,0.0021219999999999998,4487.540039,16413.429688,16196.799805,19363.080078,2862.893066,2895.149902,0.89904,6.5183,114.279999,1226.099976,30.77,29.392551,1.91,25.945835,36.310001,46.953789,7.421444999999999,46.062386,97.118652,11.852209
2016-02-19,420.785004,4.73789,3.25279,0.008245,0.0021100000000000003,4504.430176,16391.990234,15967.169922,19285.5,2860.020996,2871.050049,0.9000100000000001,6.5088,113.25,1230.400024,29.639999,29.783928000000003,1.91,25.319677,35.759997999999996,46.872684,7.349827,46.146889,97.406166,11.852209
2016-02-20,437.164001,4.34133,3.45799,0.008253,0.002101,,,,,,,,,,,,,,,,,,,,
2016-02-21,438.798004,4.65362,3.4642699999999995,0.0081,0.002157,,,,,,,,,,,,,,,,,,,,
2016-02-22,437.747986,5.6165,3.4836300000000002,0.00805,0.0019760000000000003,4570.609863000001,16620.660156,16111.049805,19464.089844,2927.175049,2933.909912,0.89896,6.5124,112.488998,1209.5,31.48,30.840649,2.01,25.884102,36.0,47.53046,7.448302,46.898006,98.987587,12.038634
2016-02-23,420.735992,5.5862099999999995,3.3969300000000002,0.00797,0.0019030000000000002,4503.580078,16431.779297,16052.049805,19414.779297,2903.331055,2887.3798829999996,0.9067799999999999,6.5118,112.971001,1222.300049,31.870001000000002,30.918924,1.97,25.399046,35.48,46.827637,7.367731,46.109325,97.35826899999999,11.823964
2016-02-24,424.954987,6.23647,3.3748699999999996,0.008076,0.001959,4542.609863000001,16484.990234,15915.790038999998,19192.449219,2928.895996,2820.23999,0.90686,6.5171,111.879997,1238.699951,32.150002,31.134182,2.02,25.742995999999998,36.470001,46.899719,7.493063,46.700835999999995,98.287918,11.795716
2016-02-25,424.54400599999997,6.1048,3.3655199999999996,0.008027,0.001975,4582.200195,16697.289063,16140.339844,18888.75,2741.2451170000004,2877.419922,0.90794,6.5217,112.100998,1238.199951,33.07,31.202678999999996,2.03,26.122221,36.740002000000004,47.404312,7.510969,47.245391999999995,99.25595899999999,11.959544000000001
2016-02-26,432.152008,5.92167,3.41679,0.008058,0.001943,4590.470215,16639.970703,16188.410156,19364.150391,2767.209961,2929.159912,0.9070299999999999,6.5235,113.11799599999999,1219.800049,32.779999,30.997203999999996,2.07,26.280959999999997,37.490002000000004,47.287174,7.51992,47.508289000000005,99.131378,12.044285
2016-02-27,432.51901200000003,6.42586,3.4128800000000004,0.007972,0.002003,,,,,,,,,,,,,,,,,,,,
2016-02-28,433.503998,6.46835,3.4418599999999997,0.007889,0.0019809999999999997,,,,,,,,,,,,,,,,,,,,
2016-02-29,437.696991,6.33699,3.44611,0.007923000000000001,0.0019489999999999998,4557.950195,16516.5,16026.759766,19111.929688,2687.979004,2945.75,0.9154200000000001,6.5304,113.660004,1233.900024,33.75,30.795893,2.14,26.095764000000003,38.139998999999996,47.034878000000006,7.528873,47.348679,98.24000500000001,11.914353
